Date,Open,High,Low,Close,Adj Close,Volume
2017-10-18,74.870003,76.050003,74.709999,75.959999,68.229973,440900
2017-10-19,75.580002,75.970001,74.489998,75.949997,68.221016,338800
2017-10-20,76.750000,77.209999,75.910004,77.120003,69.271957,371700
2017-10-23,76.860001,77.000000,76.110001,76.339996,68.571320,471900
2017-10-24,76.500000,77.540001,76.190002,77.519997,69.631226,278300
2017-10-25,77.610001,77.610001,75.949997,76.099998,68.355751,325800
2017-10-26,77.750000,79.699997,77.180000,78.419998,70.439674,830300
2017-10-27,77.940002,78.320000,77.129997,78.250000,70.286957,486600
2017-10-30,77.709999,78.070000,76.430000,76.739998,68.930626,393800
2017-10-31,76.690002,77.500000,76.440002,76.839996,69.020439,598400
2017-11-01,78.059998,79.989998,77.370003,77.750000,69.837830,614800
2017-11-02,77.889999,78.690002,77.889999,78.500000,70.511513,724100
2017-11-03,78.389999,78.389999,77.110001,77.400002,69.523460,259000
2017-11-06,77.559998,77.900002,76.570000,77.160004,69.307892,403500
2017-11-07,76.970001,77.269997,76.430000,76.879997,69.056366,330400
2017-11-08,76.730003,77.540001,76.230003,77.190002,69.334824,317600
2017-11-09,76.230003,76.910004,76.010002,76.190002,68.436577,346600
2017-11-10,76.480003,76.540001,74.889999,75.559998,67.870705,386100
2017-11-13,75.400002,76.449997,75.209999,75.290001,67.628174,739400
2017-11-14,74.800003,75.220001,73.440002,74.199997,66.649086,609700
2017-11-15,73.570000,74.940002,72.690002,74.389999,66.819771,664600
2017-11-16,74.389999,74.720001,73.900002,74.300003,67.145081,565000
2017-11-17,74.000000,74.660004,73.690002,74.360001,67.199333,296800
2017-11-20,74.150002,75.599998,74.120003,75.589996,68.310883,304700
2017-11-21,76.349998,76.349998,75.800003,76.250000,68.907326,385300
2017-11-22,76.440002,76.989998,76.150002,76.269997,68.925385,230100
2017-11-24,76.800003,76.800003,75.660004,75.809998,68.509682,104000
2017-11-27,75.860001,76.059998,74.699997,75.889999,68.581985,488100
2017-11-28,75.889999,76.410004,74.800003,76.360001,69.006721,340300
